repository,instance_id,sample_id,smell,stage,reason,detail,timestamp
git@github.com:apache/calcite.git,4126029::blob,4126029,blob,complexity,no_join_match,code_name='org.apache.calcite.adapter.elasticsearch.ElasticsearchJson.Aggregations' path='/elasticsearch/src/main/java/org/apache/calcite/adapter/elasticsearch/ElasticsearchJson.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4126029::data class,4126029,data class,complexity,no_join_match,code_name='org.apache.calcite.adapter.elasticsearch.ElasticsearchJson.Aggregations' path='/elasticsearch/src/main/java/org/apache/calcite/adapter/elasticsearch/ElasticsearchJson.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4128743::feature envy,4128743,feature envy,complexity,no_join_match,code_name='org.apache.calcite.materialize.Lattice.Measure#equals Object' path='/core/src/main/java/org/apache/calcite/materialize/Lattice.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4128743::long method,4128743,long method,complexity,no_join_match,code_name='org.apache.calcite.materialize.Lattice.Measure#equals Object' path='/core/src/main/java/org/apache/calcite/materialize/Lattice.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4129438::blob,4129438,blob,complexity,no_join_match,code_name='org.apache.calcite.adapter.elasticsearch.ElasticsearchRules.ElasticsearchConverterRule' path='/elasticsearch/src/main/java/org/apache/calcite/adapter/elasticsearch/ElasticsearchRules.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4129438::data class,4129438,data class,complexity,no_join_match,code_name='org.apache.calcite.adapter.elasticsearch.ElasticsearchRules.ElasticsearchConverterRule' path='/elasticsearch/src/main/java/org/apache/calcite/adapter/elasticsearch/ElasticsearchRules.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4130065::blob,4130065,blob,complexity,no_join_match,code_name='org.apache.calcite.plan.SubstitutionVisitor.UnifyRuleCall' path='/core/src/main/java/org/apache/calcite/plan/SubstitutionVisitor.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4130065::data class,4130065,data class,complexity,no_join_match,code_name='org.apache.calcite.plan.SubstitutionVisitor.UnifyRuleCall' path='/core/src/main/java/org/apache/calcite/plan/SubstitutionVisitor.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4135214::feature envy,4135214,feature envy,complexity,no_join_match,code_name='org.apache.calcite.rel.metadata.RelMdPredicates.JoinConditionBasedPredicateInference.ExprsItr#hasNext' path='/core/src/main/java/org/apache/calcite/rel/metadata/RelMdPredicates.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4135214::long method,4135214,long method,complexity,no_join_match,code_name='org.apache.calcite.rel.metadata.RelMdPredicates.JoinConditionBasedPredicateInference.ExprsItr#hasNext' path='/core/src/main/java/org/apache/calcite/rel/metadata/RelMdPredicates.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4135708::blob,4135708,blob,complexity,no_join_match,code_name='org.apache.calcite.tools.Programs.DecorrelateProgram' path='/core/src/main/java/org/apache/calcite/tools/Programs.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4135708::data class,4135708,data class,complexity,no_join_match,code_name='org.apache.calcite.tools.Programs.DecorrelateProgram' path='/core/src/main/java/org/apache/calcite/tools/Programs.java',2026-09-03T23:11:59
git@github.com:apache/calcite.git,4137834::feature envy,4137834,feature envy,complexity,no_join_match,code_name='org.apache.calcite.adapter.jdbc.JdbcRules.JdbcProject#computeSelfCost RelOptPlanner|RelMetadataQuery' path='/core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java',2026-09-03T23:11:59
